,ModelType,agents,decay_limit,discount_rate,epsilon,epsilon_decay,learning_rate,lookback,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
732,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,8.0,682.6403226,1.40603,25.0,0.733454167,82775.0,637225.0,0.266545833,,2.655104167
733,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,8.0,692.3145161,1.245377,25.0,0.7292125,86157.0,633843.0,0.2707875,,2.6410125
734,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,10.0,734.2387097,1.028711,23.0,0.7144375,136516.0,583484.0,0.2855625,,2.431183333
735,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,10.0,716.2096774,0.860006,25.0,0.6217875,151873.0,568127.0,0.3782125,,2.367195833
736,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,10.0,438.9725806,3.014346,28.0,0.621704167,182394.0,537606.0,0.378295833,,2.240025
737,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,10.0,761.4677419,0.786999,11.0,0.7302375,120433.0,599567.0,0.2697625,,2.498195833
738,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,10.0,686.6967742,0.867463,25.0,0.7232125,97520.0,622480.0,0.2767875,,2.593666667
739,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,10.0,696.6387097,0.942404,25.0,0.714370833,126342.0,593658.0,0.285629167,,2.473575
740,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,10.0,737.333871,1.151966,20.0,0.5741375,164559.0,555441.0,0.4258625,,2.3143375
741,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,10.0,450.4596774,6.312668,28.0,0.628279167,151582.0,568418.0,0.371720833,,2.368408333
742,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,10.0,698.8887097,1.363644,25.0,0.653433333,134915.0,585085.0,0.346566667,,2.437854167
743,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,10.0,766.733871,1.396989,14.0,0.790195833,94406.0,625594.0,0.209804167,,2.606641667
744,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,10.0,761.5645161,1.314371,14.0,0.714683333,136895.0,583105.0,0.285316667,,2.429604167
745,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,10.0,398.8016129,2.983347,31.0,0.7000375,115777.0,604223.0,0.2999625,,2.517595833
746,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,10.0,698.3403226,1.364433,23.0,0.629595833,160755.0,559245.0,0.370404167,,2.3301875
747,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,10.0,446.2193548,3.64919,31.0,0.5676875,191655.0,528345.0,0.4323125,,2.2014375
748,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,10.0,448.7548387,5.409665,29.0,0.593533333,163074.0,556926.0,0.406466667,,2.320525
749,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,10.0,680.0048387,0.996993,24.0,0.751783333,119436.0,600564.0,0.248216667,,2.50235
750,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,10.0,460.0548387,3.706736,28.0,0.7648625,105952.0,614048.0,0.2351375,,2.558533333
751,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,10.0,464.8177419,3.485534,27.0,0.729970833,103964.0,616036.0,0.270029167,,2.566816667
752,TABULAR,,,,,,,,,,23.58333333,,,,,,
753,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.001,1.0,689.6241935483871,0.7639870000000001,25.0,0.8164236666666667,5578101.0,12421899.0,0.1835763333333333,,2.0703165
754,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.001,1.0,477.7935483870968,4.482505000000001,27.0,0.8200923333333333,5616629.0,12383371.0,0.1799076666666666,,2.0638951666666667
755,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.01,1.0,676.3112903225806,0.7750009999999997,25.0,0.8071021666666667,5536733.0,12463267.0,0.1928978333333333,,2.077211166666667
756,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.01,1.0,715.7741935483871,0.7632309999999999,25.0,0.837499,5614681.0,12385319.0,0.162501,,2.064219833333333
757,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.1,1.0,678.0403225806451,0.699942,25.0,0.7740788333333334,5440530.0,12559470.0,0.2259211666666666,,2.093245
758,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.1,1.0,665.2838709677419,0.7839849999999999,25.0,0.819002,5548684.0,12451316.0,0.180998,,2.075219333333333
759,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.001,1.0,776.3225806451613,0.9360409999999998,10.0,0.8931215,5608202.0,12391798.0,0.1068785,,2.0652996666666668
760,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.001,1.0,732.7822580645161,0.8359040000000001,24.0,0.8920995,5600352.0,12399648.0,0.1079005,,2.066608
761,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.01,1.0,694.241935483871,0.7216860000000002,25.0,0.8025451666666666,5470541.0,12529459.0,0.1974548333333333,,2.0882431666666665
762,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.01,1.0,699.9790322580645,0.8398109999999999,25.0,0.8280223333333333,5520547.0,12479453.0,0.1719776666666666,,2.079908833333333
763,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.1,1.0,716.2032258064517,0.8451810000000003,23.0,0.7316886666666667,5111213.0,12888787.0,0.2683113333333333,,2.1481311666666665
764,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.1,1.0,751.9387096774194,0.8599679999999997,15.0,0.7732818333333333,5232807.0,12767193.0,0.2267181666666666,,2.1278655
765,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.001,2.0,395.5387096774194,3.643847,31.0,0.6045293333333334,4336482.0,13663518.0,0.3954706666666667,,2.277253
766,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.001,2.0,434.491935483871,3.037581,29.0,0.5423085,4056368.0,13943632.0,0.4576915,,2.323938666666667
767,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.01,2.0,429.6516129032258,3.409038,30.0,0.4971056666666666,3060729.0,14939271.0,0.5028943333333333,,2.4898785
768,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.01,2.0,432.60967741935485,2.877069999999999,30.0,0.4685455,3014034.0,14985966.0,0.5314545,,2.497661
769,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.1,2.0,708.1854838709677,0.8160409999999999,21.0,0.4676101666666666,2736699.0,15263301.0,0.5323898333333333,,2.5438835
770,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.1,2.0,698.3645161290323,0.835586,24.0,0.4820785,2810432.0,15189568.0,0.5179215,,2.531594666666667
771,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.001,2.0,682.15,0.8010339999999998,25.0,0.409088,3034538.0,14965462.0,0.590912,,2.4942436666666667
772,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.001,2.0,470.4612903225806,3.8593409999999992,28.0,0.6395816666666667,4458255.0,13541745.0,0.3604183333333333,,2.2569575
773,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.01,2.0,709.2112903225807,0.7850539999999999,24.0,0.4588476666666666,2994324.0,15005676.0,0.5411523333333333,,2.500946
774,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.01,2.0,453.4403225806452,3.608726,26.0,0.4500383333333333,3066906.0,14933094.0,0.5499616666666667,,2.488849
775,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.1,2.0,459.8838709677419,3.008183999999999,28.0,0.4599865,2728526.0,15271474.0,0.5400135,,2.5452456666666667
776,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.1,2.0,449.2096774193548,2.995979,29.0,0.4685576666666666,2772763.0,15227237.0,0.5314423333333333,,2.537872833333333
777,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.001,4.0,440.76129032258063,5.286610000000002,30.0,0.6018241666666667,4236468.0,13763532.0,0.3981758333333333,,2.293922
778,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.001,4.0,412.458064516129,2.7090220000000005,31.0,0.4447023333333333,5068784.0,12931216.0,0.5552976666666667,,2.155202666666667
779,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.01,4.0,464.3516129032258,3.5233540000000003,27.0,0.3689186666666667,1482675.0,16517325.0,0.6310813333333334,,2.7528875
780,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.01,4.0,692.0290322580645,0.8979699999999999,23.0,0.4842788333333333,2630363.0,15369637.0,0.5157211666666667,,2.5616061666666665
781,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.1,4.0,449.8225806451613,2.898572,27.0,0.362291,1659375.0,16340625.0,0.637709,,2.7234375
782,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.1,4.0,428.1354838709677,3.739788999999999,31.0,0.4380823333333333,2639538.0,15360462.0,0.5619176666666666,,2.560077
783,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.001,4.0,435.2532258064516,3.845249,30.0,0.5208771666666666,4018720.0,13981280.0,0.4791228333333333,,2.330213333333333
784,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.001,4.0,663.6983870967742,0.8226020000000002,25.0,0.4682193333333333,4293164.0,13706836.0,0.5317806666666667,,2.284472666666667
785,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.01,4.0,696.1483870967742,0.8030290000000001,23.0,0.3640781666666666,1613782.0,16386218.0,0.6359218333333333,,2.7310363333333334
786,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.01,4.0,731.0451612903225,0.8950080000000004,20.0,0.4300846666666666,2550402.0,15449598.0,0.5699153333333333,,2.574933
787,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.1,4.0,716.7677419354839,0.839002,24.0,0.3893375,2007715.0,15992285.0,0.6106625,,2.6653808333333333
788,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.1,4.0,461.7677419354839,3.316335999999999,29.0,0.4466436666666666,2776003.0,15223997.0,0.5533563333333333,,2.537332833333333
789,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.001,8.0,665.3048387096774,0.7870439999999999,25.0,0.5762923333333333,4468572.0,13531428.0,0.4237076666666666,,2.255238
790,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.001,8.0,421.4225806451613,2.943364,30.0,0.6028296666666667,4125522.0,13874478.0,0.3971703333333333,,2.312413
791,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.01,8.0,407.2451612903226,3.565857999999999,31.0,0.569081,3614196.0,14385804.0,0.430919,,2.397634
792,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.01,8.0,721.7435483870968,0.828295,24.0,0.5730446666666666,3851874.0,14148126.0,0.4269553333333333,,2.358021
793,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.1,8.0,471.0177419354839,3.562809,27.0,0.4716331666666666,2770095.0,15229905.0,0.5283668333333333,,2.5383175
794,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.1,8.0,658.1983870967742,0.8049600000000005,25.0,0.6304035,4175908.0,13824092.0,0.3695965,,2.304015333333333
795,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.001,8.0,436.1693548387097,2.960004,31.0,0.4320558333333333,5113960.0,12886040.0,0.5679441666666667,,2.147673333333333
796,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.001,8.0,685.8290322580646,0.8286139999999999,25.0,0.484306,5335599.0,12664401.0,0.515694,,2.1107335
797,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.01,8.0,458.7064516129032,3.093005,30.0,0.4965148333333333,3387700.0,14612300.0,0.5034851666666667,,2.435383333333333
798,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.01,8.0,722.6612903225806,0.8460639999999997,20.0,0.5230331666666667,4013951.0,13986049.0,0.4769668333333333,,2.331008166666667
799,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.1,8.0,455.4532258064516,3.466256,29.0,0.4297836666666667,2475432.0,15524568.0,0.5702163333333333,,2.587428
800,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.1,8.0,441.35483870967744,3.4579,29.0,0.498353,3441380.0,14558620.0,0.501647,,2.4264366666666666
801,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.001,10.0,742.6693548387096,0.951232,21.0,0.5656855,4377784.0,13622216.0,0.4343145,,2.270369333333333
802,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.001,10.0,477.43387096774194,2.952615,26.0,0.5236258333333333,4565729.0,13434271.0,0.4763741666666666,,2.239045166666666
803,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.01,10.0,465.6354838709677,3.557217,27.0,0.5919705,3655700.0,14344300.0,0.4080295,,2.3907166666666666
804,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.01,10.0,449.0854838709677,3.5515419999999995,29.0,0.6090056666666667,3923054.0,14076946.0,0.3909943333333333,,2.3461576666666666
805,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.1,0.0,0.1,10.0,757.6983870967742,0.905884,10.0,0.5555056666666667,3597676.0,14402324.0,0.4444943333333333,,2.400387333333333
806,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.1,0.0,0.1,10.0,763.9935483870968,0.857975,15.0,0.67392,4504876.0,13495124.0,0.32608,,2.249187333333333
807,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.001,10.0,418.1741935483871,2.8670110000000006,31.0,0.4875496666666666,5277233.0,12722767.0,0.5124503333333333,,2.120461166666667
808,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.001,10.0,464.7048387096774,4.209586,28.0,0.4189463333333333,5750928.0,12249072.0,0.5810536666666667,,2.041512
809,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.01,10.0,430.0306451612903,3.131425999999999,29.0,0.531136,3952642.0,14047358.0,0.468864,,2.341226333333333
810,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.01,10.0,435.3822580645161,3.689483,30.0,0.5488255,4365996.0,13634004.0,0.4511745,,2.272334
811,TABULAR,"TitForTat,AllC,AllD",0.05,0.95,0.2,0.0,0.1,10.0,679.4209677419354,0.979069,25.0,0.5004266666666667,3190489.0,14809511.0,0.4995733333333333,,2.468251833333333
812,TABULAR,"TitForTat,AllC,AllD",0.05,0.99,0.2,0.0,0.1,10.0,716.0258064516129,1.1095519999999996,24.0,0.5601501666666666,3926782.0,14073218.0,0.4398498333333333,,2.345536333333333
813,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,1.0,673.6225806451613,0.782663,25.0,0.77095,106805.0,613195.0,0.22905,,2.5549791666666666
814,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,1.0,718.4032258064516,0.935038,22.0,0.8250083333333333,94548.0,625452.0,0.1749916666666666,,2.60605
815,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,1.0,682.05,1.155771,25.0,0.8505625,74212.0,645788.0,0.1494375,,2.690783333333333
816,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,1.0,701.4516129032259,0.6883900000000002,25.0,0.891475,72295.0,647705.0,0.108525,,2.698770833333333
817,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.01,0.0,0.01,1.0,694.0725806451613,0.865333,23.0,0.8974458333333334,66340.0,653660.0,0.1025541666666666,,2.723583333333333
818,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.01,0.0,0.01,1.0,695.85,0.7970100000000001,25.0,0.8931583333333334,67802.0,652198.0,0.1068416666666666,,2.717491666666666
819,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,2.0,727.6370967741935,0.8300989999999998,21.0,0.4663708333333333,197840.0,522160.0,0.5336291666666667,,2.175666666666667
820,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,2.0,704.2919354838709,0.8630729999999999,25.0,0.7015541666666667,124512.0,595488.0,0.2984458333333333,,2.4812
821,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,2.0,731.2032258064517,0.944539,21.0,0.8758625,78144.0,641856.0,0.1241375,,2.6744
822,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,2.0,730.6370967741935,0.8081590000000002,22.0,0.8552333333333333,88100.0,631900.0,0.1447666666666666,,2.6329166666666666
823,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.01,0.0,0.01,2.0,429.0306451612903,3.9854410000000007,30.0,0.7560083333333333,117363.0,602637.0,0.2439916666666666,,2.5109875
824,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.01,0.0,0.01,2.0,662.2967741935483,1.2017019999999998,25.0,0.824425,105646.0,614354.0,0.175575,,2.559808333333333
825,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,4.0,709.4209677419354,0.7870599999999999,23.0,0.378975,197533.0,522467.0,0.621025,,2.1769458333333334
826,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,4.0,487.7483870967742,3.608234,26.0,0.6053041666666666,146091.0,573909.0,0.3946958333333333,,2.3912875
827,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,4.0,687.591935483871,0.7655310000000002,25.0,0.7517291666666667,89735.0,630265.0,0.2482708333333333,,2.6261041666666665
828,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,4.0,665.3548387096774,0.8381009999999998,25.0,0.68105,159026.0,560974.0,0.31895,,2.3373916666666665
829,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.01,0.0,0.01,4.0,733.9645161290323,0.8787560000000002,20.0,0.4457708333333333,237040.0,482960.0,0.5542291666666667,,2.0123333333333333
830,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.01,0.0,0.01,4.0,692.3241935483871,0.880025,25.0,0.6588041666666666,154535.0,565465.0,0.3411958333333333,,2.356104166666667
831,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,6.0,722.3967741935484,0.967576,23.0,0.6534666666666666,132912.0,587088.0,0.3465333333333333,,2.4462
832,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,6.0,666.9967741935484,0.91605,25.0,0.5058458333333333,168259.0,551741.0,0.4941541666666666,,2.2989208333333333
833,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,6.0,455.0096774193548,3.657146000000001,29.0,0.5866125,221017.0,498983.0,0.4133875,,2.079095833333333
834,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,6.0,687.7306451612903,1.327057,25.0,0.6309958333333333,154779.0,565221.0,0.3690041666666667,,2.3550875
835,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.01,0.0,0.01,6.0,741.1564516129032,1.0056060000000004,20.0,0.64845,170264.0,549736.0,0.35155,,2.290566666666667
836,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.01,0.0,0.01,6.0,693.424193548387,1.5590640000000002,24.0,0.5960041666666667,158052.0,561948.0,0.4039958333333333,,2.34145
837,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,8.0,681.5032258064516,0.9210690000000002,25.0,0.6574416666666667,143463.0,576537.0,0.3425583333333333,,2.4022375
838,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,8.0,768.6064516129032,1.1411410000000002,12.0,0.5489125,183418.0,536582.0,0.4510875,,2.235758333333333
839,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,8.0,495.2467741935484,3.94487,25.0,0.5138666666666667,181871.0,538129.0,0.4861333333333333,,2.2422041666666668
840,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,8.0,715.4903225806452,0.96158,23.0,0.5682041666666666,155358.0,564642.0,0.4317958333333333,,2.352675
841,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.01,0.0,0.01,8.0,462.0274193548387,5.800753,29.0,0.489625,192171.0,527829.0,0.510375,,2.1992875
842,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.01,0.0,0.01,8.0,439.2741935483871,4.1455,29.0,0.6063666666666667,149125.0,570875.0,0.3936333333333333,,2.378645833333333
843,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,10.0,691.4,1.002709,25.0,0.5706208333333334,175256.0,544744.0,0.4293791666666666,,2.2697666666666665
844,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,10.0,762.0096774193548,0.973083,12.0,0.6264625,175376.0,544624.0,0.3735375,,2.2692666666666668
845,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,10.0,748.4790322580645,0.933551,17.0,0.6165291666666667,159602.0,560398.0,0.3834708333333333,,2.334991666666667
846,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,10.0,729.0145161290322,1.01913,24.0,0.6191583333333334,170341.0,549659.0,0.3808416666666667,,2.290245833333333
847,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.01,0.0,0.01,10.0,717.35,0.8210959999999997,24.0,0.5727708333333333,174832.0,545168.0,0.4272291666666666,,2.271533333333333
848,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.01,0.0,0.01,10.0,734.6290322580645,0.914667,23.0,0.65945,148508.0,571492.0,0.34055,,2.3812166666666665
849,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.01,1.0,743.9112903225806,1.6510229999999997,20.0,0.8246785714285715,126030.0,713970.0,0.1753214285714285,,2.549892857142857
850,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.01,1.0,704.3016129032258,1.7065229999999998,25.0,0.8884571428571428,77442.0,762558.0,0.1115428571428571,,2.7234214285714287
851,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.01,1.0,718.15,1.3487590000000005,24.0,0.8765392857142857,90276.0,749724.0,0.1234607142857142,,2.6775857142857142
